SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,,,,
PGEL,376.95,403.9,370.1,397.6,401.05,,,,
PGHH,14329.9,14498,13799.2,13884.35,13940.4,,,,
PGHL,5540,5550,5453.05,5501.05,5510,,,,
PGIL,320.15,326.85,312.4,321.3,321,,,,
PGINVIT,120.9,121.48,120,120.84,120.7,,,,
PHILIPCARB,251,254.3,246.35,251.2,251.5,,,,
PHOENIXLTD,856,864.3,837,843.95,846,,,,
PIDILITIND,2415.5,2424,2390,2408.85,2412,,,,
PIIND,3447,3534.9,3445,3497.6,3480,,,,
PILANIINVS,1890,1901.45,1851.25,1863.1,1868,,,,
PILITA,7.75,7.75,7.4,7.5,7.5,,,,
PIONDIST,152.4,155.2,149.65,150.75,151.35,,,,
PIONEEREMB,68.1,69.45,65.05,65.55,65.6,,,,
PITTIENG,169,169.05,159,161.45,161.05,,,,
PKTEA,347.75,348.1,333.25,335.8,335.75,,,,
PLASTIBLEN,268.05,288.7,268.05,281.35,279,,,,
PNB,37.75,38.35,37.65,37.8,37.8,,,,
PNBGILTS,66.4,66.4,65.75,65.9,66,,,,
PNBHOUSING,644,655,615.35,634.1,633.3,,,,
PNC,34.9,38.6,34.25,38.3,38.6,,,,
PNCINFRA,364.7,365.5,359.25,361.95,361.1,,,,
PODDARHOUS,191.7,191.75,182,184.5,185,,,,
PODDARMENT,367,381.9,365.35,377.75,379.8,,,,
POKARNA,511.6,520.7,500,504.1,500.5,,,,
POLYCAB,2460,2489.8,2438.1,2462.95,2466.15,,,,
POLYMED,1009.75,1019,996.05,999.85,999.9,,,,
POLYPLEX,1824,1894,1785.05,1798.2,1802.9,,,,
PONNIERODE,241,249.55,238,246.8,249.55,,,,
POONAWALLA,184.7,186.6,179.5,180.15,180.9,,,,
POWERGRID,173.9,175.1,173.5,174.1,173.85,,,,
POWERINDIA,2359,2473,2335.1,2389.9,2384,,,,
POWERMECH,842.7,854.9,821.8,834.6,832.5,,,,
PPAP,241.1,245.5,241.1,244.85,245.5,,,,
PPL,165.2,170.5,165,167.65,167.9,,,,
PRAENG,18.55,18.8,18,18.65,18.5,,,,
PRAJIND,358,363.7,349,355.4,355,,,,
PRAKASH,69.5,71.45,69.3,71.1,70.95,,,,
PRAKASHSTL,2,2.15,2,2.15,2.15,,,,
PRAXIS,31.2,32.1,31.15,31.15,31.15,,,,
PRECAM,83.95,86.95,82.5,85.15,85.5,,,,
PRECOT,246.1,246.15,236.9,238.8,238,,,,
PRECWIRE,235.05,238.2,232.7,234,234.4,,,,
PREMEXPLN,232.05,239.4,232.05,238.2,236.1,,,,
PREMIER,3.6,3.65,3.35,3.55,3.65,,,,
PREMIERPOL,76.3,76.3,73.5,73.65,73.5,,,,
PRESSMN,29,29,27.8,28.35,28.15,,,,
PRESTIGE,435.75,444.4,424.2,433.9,432.5,,,,
PRICOLLTD,94.5,96,93.45,93.9,93.75,,,,
PRIMESECU,82.95,83,81,82.5,82.7,,,,
PRINCEPIPE,734,734,711.1,715.05,717.8,,,,
PRITI,233.6,239.95,230.1,230.1,230.1,,,,
PRITIKAUTO,18.45,18.7,18.1,18.15,18.2,,,,
PRIVISCL,1924.4,1924.4,1836,1856.5,1850.1,,,,
PROINDIA,53.8,53.8,53.75,53.8,53.8,,,,
PROZONINTU,28.35,29,28.2,28.4,28.4,,,,
PRSMJOHNSN,126.95,127.6,123.8,124.15,124.1,,,,
PSB,16.6,17.15,16.6,16.85,16.9,,,,
PSPPROJECT,433.1,434.7,425,426.5,427.2,,,,
PSUBNKBEES,25.79,25.79,25.4,25.58,25.66,,,,
PTC,100.15,100.4,97.9,98.1,98.15,,,,
PTL,48.1,48.15,47.5,47.7,47.75,,,,
PULZ,15.15,15.15,15.15,15.15,15.15,,,,
PUNJABCHEM,1788.5,1850,1771.05,1786.4,1793,,,,
PUNJLLOYD,1.7,1.7,1.65,1.7,1.7,,,,
PURVA,110,113.6,109.15,109.9,110,,,,
PVP,4.75,4.8,4.55,4.6,4.65,,,,
PVR,1395,1418,1393.5,1407.35,1406.85,,,,
QGOLDHALF,2028.25,2028.25,2015.25,2025,2024,,,,
QNIFTY,1807,1813,1807,1811,1811,,,,
QUESS,853.85,890,848,865.65,860.3,,,,
QUICKHEAL,222.6,233.55,222.6,226.35,227.35,,,,
RADAAN,1.35,1.35,1.25,1.35,1.35,,,,
RADICO,900.75,925,890.1,895.05,894.75,,,,
RADIOCITY,23.1,24.1,23.05,23.55,23.6,,,,
RAILTEL,127.9,133.3,127.55,131.95,131.8,,,,
RAIN,245.1,247.55,240.3,242.65,242.85,,,,
RAJESHEXPO,609.95,609.95,603.6,606.9,606.65,,,,
RAJMET,136.5,137.9,136,137.8,137.85,,,,
RAJRATAN,2003,2049,2003,2033.95,2039,,,,
RAJRAYON,0.25,0.25,0.2,0.25,0.25,,,,
RAJSREESUG,27.7,28.2,26.55,27.45,28.2,,,,
RAJTV,34.75,35.5,34.05,35.15,35.5,,,,
RALLIS,292.35,299.55,291.15,293.05,293.75,,,,
RAMANEWS,19.25,19.5,18,18.95,19,,,,
RAMASTEEL,235,245,232.5,243.2,244.2,,,,
RAMCOCEM,1059.8,1060.95,1044.75,1047.8,1047.5,,,,
RAMCOIND,323.75,327.5,313.25,317.1,316.4,,,,
RAMCOSYS,465.5,466.95,458.15,462.1,464.15,,,,
RAMKY,153,154,148.1,149.65,151,,,,
RANASUG,26.2,27.35,25.55,27.05,27.35,,,,
RANEENGINE,284.3,329.8,284.3,313.6,313.55,,,,
RANEHOLDIN,621,657.7,621,639.8,638,,,,
RATNAMANI,2174.95,2174.95,2145,2159.6,2160,,,,
RAYMOND,433.65,436.7,430.95,433.65,434.05,,,,
RBL,919.95,967.95,919.95,941.05,937,,,,
RBLBANK,173.6,175.8,173.3,175.35,175.5,,,,
RCF,73.9,75.1,73.55,74.6,75,,,,
RCOM,3.2,3.2,3.05,3.1,3.15,,,,
RECLTD,159.25,159.5,156.75,157.45,157.6,,,,
RECLTD,1086.7,1089,1086.7,1089,1089,,,,
RECLTD,1201,1201.01,1201,1201.01,1201.01,,,,
RECLTD,1285.2,1285.2,1285.2,1285.2,1285.2,,,,
RECLTD,1309.99,1309.99,1299.99,1300.25,1300.5,,,,
RECLTD,1209.98,1213.7,1209.98,1213.7,1213.7,,,,
REDINGTON,151.7,152.95,143,144.15,143.9,,,,
REFEX,163.8,173.4,162.2,164.55,164.8,,,,
REGENCERAM,1.8,1.8,1.8,1.8,1.8,,,,
RELAXO,1210,1225,1185.8,1205.85,1210,,,,
RELCAPITAL,19.7,19.7,19.7,19.7,19.7,,,,
RELIABLE,32.35,32.35,32.35,32.35,32.35,,,,
RELIANCE,2375,2394,2366,2368.45,2370.5,,,,
RELIANCEP1,1739.7,1753.7,1727,1730.45,1731,,,,
RELIGARE,153.4,158.8,152.5,154.6,154.55,,,,
RELINFRA,81.75,81.75,81.75,81.75,81.75,,,,
REMSONSIND,210,222,209,219.9,222,,,,
RENUKA,26.5,27.4,25.6,27.35,27.4,,,,
REPCOHOME,299.5,304,297.6,300,300,,,,
REPL,227.75,231.7,215.05,219.75,221,,,,
REPRO,573.5,579,555,560,557.5,,,,
RESPONIND,129.2,132.95,128.05,132.15,132.9,,,,
REVATHI,587,587,548.25,558.25,560.9,,,,
REXPIPES,55.65,55.65,55.65,55.65,55.65,,,,
RGL,771,779.8,752.65,761.2,753.15,,,,
RHFL,4.6,4.6,4.55,4.6,4.6,,,,
RHFL,164.1,164.1,164.1,164.1,164.1,,,,
RHIM,397.8,407,391.6,400.45,401,,,,
RICOAUTO,49.5,49.65,48.8,48.95,49.15,,,,
RIIL,704.9,709.8,690,693.45,693.5,,,,
RITES,274.9,278.75,270.95,275.3,275.5,,,,
RKDL,12.6,12.75,12.1,12.35,12.25,,,,
RKEC,82.9,84.6,80.2,83.15,83.2,,,,
RKFORGE,1000,1035,1000,1018.5,1025.9,,,,
RMCL,2.15,2.15,2,2.05,2.15,,,,
RML,387.45,408,387.45,399.5,397.5,,,,
RNAVAL,3,3.05,2.95,3.05,3.05,,,,
ROHITFERRO,3.75,3.75,3.75,3.75,3.75,,,,
ROHLTD,81.5,83.75,80.5,82.6,82.05,,,,
ROLEXRINGS,1085,1094.4,1070.1,1077.1,1074,,,,
ROLLT,2.25,2.3,2.2,2.25,2.25,,,,
ROLTA,6,6.05,5.8,5.95,6,,,,
ROML,124,124.3,120,124.3,124.3,,,,
ROSSARI,1405,1432.7,1397.25,1422.4,1426.5,,,,
ROSSELLIND,171,172.4,165.65,166.5,167,,,,
ROUTE,2038,2054,2008,2013.15,2016,,,,
RPGLIFE,616,629,607.1,612.7,614,,,,
RPOWER,14.55,14.55,13.45,13.85,13.85,,,,
RPPINFRA,84.5,86.05,82.5,82.8,82.9,,,,
RPPL,163.95,164,163.1,163.1,163.1,,,,
RPSGVENT,794,853.7,791.8,844.5,850,,,,
RSSOFTWARE,33.5,34.8,33.4,34,34.05,,,,
RSWM,322.7,330,319.1,325.2,327,,,,
RSYSTEMS,208.65,211,207.35,209,209.5,,,,
RTNINDIA,46.5,47,44.7,45.6,45.75,,,,
RTNPOWER,4.65,4.8,4.6,4.65,4.7,,,,
RUBYMILLS,303.5,303.5,293.25,296.6,293.5,,,,
RUCHI,1070,1080,1060.05,1063.7,1066,,,,
RUCHINFRA,7.25,7.4,6.75,7.2,7.2,,,,
RUCHIRA,79.45,80,78.55,79.8,80,,,,
RUPA,469.4,472.3,461.1,465.5,465,,,,
RUSHIL,265,275.95,262.8,268.75,268,,,,
RVHL,23.95,23.95,22.7,23.5,23.9,,,,
RVNL,30.35,30.7,30.1,30.3,30.3,,,,
S&SPOWER,21.35,23.55,21.35,23.55,23.55,,,,
SABEVENTS,3.1,3.15,2.95,3.15,3,,,,
SABTN,1.6,1.7,1.6,1.7,1.7,,,,
SADBHAV,51,51.9,50.5,51,51.2,,,,
SADBHIN,15.55,16,14.85,15.85,15.95,,,,
SAFARI,879.7,879.7,848,853.65,850.25,,,,
SAGARDEEP,38.9,41.75,38.6,39.2,39.8,,,,
SAGCEM,276.95,276.95,273,274.35,273.5,,,,
SAIL,120.95,121.7,119.7,120.65,120.7,,,,
SAKAR,166,166,159.65,160.75,162,,,,
SAKHTISUG,15.25,15.65,14.9,15.45,15.6,,,,
SAKSOFT,900,1000,899.1,993.25,989,,,,
SAKUMA,11.35,11.55,11.05,11.35,11.3,,,,
SALASAR,294,296.2,289.7,291.5,290.45,,,,
SALONA,204,206.3,201.75,202.5,202.05,,,,
SALSTEEL,10.75,11.4,10.5,10.85,11,,,,
SALZERELEC,161.6,163.55,159.7,160.35,160.8,,,,
SAMBHAAV,2.8,2.9,2.7,2.85,2.85,,,,
SANCO,8.6,8.6,8.2,8.35,8.35,,,,
SANDESH,783.1,804.9,775,793.2,799,,,,
SANDHAR,278,290,278,282.8,283.45,,,,
SANGAMIND,137.75,146.65,137.75,146.65,146.65,,,,
SANGHIIND,70.4,71.95,69.5,69.65,69.6,,,,
SANGHVIMOV,178.2,182.3,178.2,179.45,179.9,,,,
SANGINITA,27.4,28.3,26.75,28.1,28.05,,,,
SANOFI,8240,8240,8163,8190.35,8195.95,,,,
SANWARIA,0.6,0.65,0.6,0.65,0.65,,,,
SARDAEN,735.55,735.55,702.15,729.9,722,,,,
SAREGAMA,4199.95,4224.25,4050,4114.2,4124.5,,,,
SARLAPOLY,47.25,54.3,46.7,50.9,51,,,,
SARVESHWAR,22.55,22.55,20.85,22.55,22.55,,,,
SASKEN,1480,1480,1402.5,1410,1420,,,,
SASTASUNDR,287.5,290.75,283.7,285.4,284.25,,,,
SATIA,98.8,100.75,98.15,98.8,98.65,,,,
SATIN,77.2,80.25,77.15,78.9,79,,,,
SBCL,219,228.7,210.25,211.55,211.9,,,,
SBICARD,1090,1090,1057.75,1061.3,1060,,,,
SBIETFCON,72,72,70.5,71.31,71.3,,,,
SBIETFIT,359.99,359.99,355.15,359.72,359.92,,,,
SBIETFPB,191.8,191.8,187.1,190,190,,,,
SBIETFQLTY,159.7,159.7,155.95,156.48,156.97,,,,
SBILIFE,1170,1174,1158.05,1170.9,1170,,,,
SBIN,435,436.75,432.25,433,432.95,,,,
SCAPDVR,9.05,9.05,9,9.05,9.05,,,,
SCHAEFFLER,7325.05,7354.65,7194.45,7257.65,7260,,,,
SCHAND,114.7,116.5,114.15,115.35,115.2,,,,
SCHNEIDER,117.15,119.75,116.45,117.6,117.5,,,,
SCI,116.9,116.9,114,114.45,114.2,,,,
SDBL,42,42.8,41.6,41.7,41.6,,,,
SEAMECLTD,1010,1128.8,1010,1101.25,1103.95,,,,
SECURCRED,33.05,34.55,33.05,34.55,34.55,,,,
SECURKLOUD,163.85,167.75,160.15,163.15,163,,,,
SELAN,146.95,151.15,145.1,145.8,146,,,,
SEPOWER,8.4,8.5,8.2,8.25,8.25,,,,
SEQUENT,234.5,238.5,233.5,235.65,234,,,,
SERVOTECH,28.45,29.25,26.65,28.1,27.8,,,,
SESHAPAPER,176.2,180.05,175.3,177.95,179.3,,,,
SETCO,24.2,24.4,22.5,22.6,22.7,,,,
SETF10GILT,207.49,207.49,205.2,205.2,205.2,,,,
SETFGOLD,4182,4188.1,4174,4177.55,4179,,,,
SETFNIF50,178.37,178.37,177.1,177.49,177.54,,,,
SETFNIFBK,365,366.99,364.66,365.42,365.15,,,,
SETFNN50,445,446.49,442.49,444.33,444.99,,,,
SETUINFRA,1.3,1.3,1.25,1.3,1.25,,,,
SEYAIND,55,56.05,54.5,54.9,54.85,,,,
SFL,2291.5,2310,2265.6,2281.35,2285,,,,
SGBAPR28I,4691,4699,4665.01,4690,4690,,,,
SGBAUG24,4700.2,4700.2,4680,4691.03,4691,,,,
SGBAUG27,4725,4725,4661,4665.1,4665.1,,,,
SGBAUG28V,4748.45,4748.45,4710,4721.34,4728.5,,,,
SGBAUG29V,4701,4720,4681,4691.64,4720,,,,
SGBDC27VII,4675,4720,4675,4720,4720,,,,
SGBDEC2513,4636,4636,4636,4636,4636,,,,
SGBDEC26,4683,4683,4683,4683,4683,,,,
SGBFEB24,4690,4690,4680.01,4686.77,4684,,,,
SGBFEB27,4632,4632,4632,4632,4632,,,,
SGBFEB28IX,4646,4646,4646,4646,4646,,,,
SGBFEB29XI,4701,4701,4675,4695,4695,,,,
SGBJ28VIII,4699,4700,4699,4700,4700,,,,
SGBJAN26,4660,4660,4639,4639,4639,,,,
SGBJAN29IX,4681,4681,4670,4680,4680,,,,
SGBJAN29X,4689,4690,4681,4686.4,4690,,,,
SGBJU29III,4677,4690,4677,4689.28,4690,,,,
SGBJUL25,4650,4709,4635.01,4655,4655,,,,
SGBJUL27,5094.52,5094.52,4651,4651,4651,,,,
SGBJUL28IV,4665,4670,4650,4658.68,4658.5,,,,
SGBJUL29IV,4689,4689.1,4653,4669.92,4670,,,,
SGBJUN27,4631.01,4678.9,4631.01,4636.21,4632,,,,
SGBJUN28,4663.11,4670,4636,4665,4665,,,,
SGBJUN29II,4671,4710,4671,4674.77,4672.5,,,,
SGBMAR24,4675,4705,4675,4700,4700,,,,
SGBMAR25,4674.02,4692.99,4660,4692.99,4692.99,,,,
SGBMAR28X,4660,4660,4649,4654.99,4654.99,,,,
SGBMAY25,4660,4674.9,4650,4666.66,4665,,,,
SGBMAY26,4660.1,4660.1,4660,4660.01,4660,,,,
SGBMAY28,4660,4670.9,4654,4666.94,4654,,,,
SGBMAY29I,4675,4688.89,4666,4677.62,4676,,,,
SGBMR29XII,4669,4669,4642,4650.35,4651,,,,
SGBN28VIII,4710,4721.03,4710,4721.02,4721.02,,,,
SGBNOV23,4684.76,4718,4684.76,4702.25,4702.1,,,,
SGBNOV24,4690,4690,4653,4655,4653,,,,
SGBNOV25,4725,4725,4725,4725,4725,,,,
SGBNOV258,4660,4670,4660,4670,4670,,,,
SGBNOV25VI,4700,4700,4670,4670,4670,,,,
SGBNOV26,4633.46,4633.46,4633.46,4633.46,4633.46,,,,
SGBOC28VII,4718,4718,4714,4715.01,4715.01,,,,
SGBOCT25,4734.87,4734.87,4734.87,4734.87,4734.87,,,,
SGBOCT25IV,4670,4671,4670,4671,4671,,,,
SGBOCT26,4650.01,4650.01,4650.01,4650.01,4650.01,,,,
SGBOCT27,4653.11,4653.11,4653.11,4653.11,4653.11,,,,
SGBOCT27VI,4641,4680,4641,4655.31,4655,,,,
SGBSEP24,4685,4705,4680,4680,4680,,,,
SGBSEP27,4710,4710,4680,4680,4680,,,,
SGBSEP28VI,4740,4740,4681,4686.75,4683.05,,,,
SGBSEP29VI,4633.1,4697.99,4633.1,4663.99,4663.99,,,,
SGIL,152.5,154.2,148.15,149.25,149,,,,
SGL,13.5,13.5,13.05,13.15,13.2,,,,
SHAHALLOYS,14.9,14.9,14.9,14.9,14.9,,,,
SHAKTIPUMP,729.9,744.5,719.05,737.9,739.85,,,,
SHALBY,193,194,191,191.45,191.25,,,,
SHALPAINTS,96.25,97.5,95.85,96.3,96.95,,,,
SHANKARA,559,569.9,555.1,562.5,564,,,,
SHANTIGEAR,171.5,172.85,169.35,169.95,170,,,,
SHARDACROP,325.15,329,324.55,325.55,325.95,,,,
SHARDAMOTR,655,655,620.55,641.5,632,,,,
SHAREINDIA,535.05,550,524,537.05,539.95,,,,
SHARIABEES,469.48,469.48,450,454.89,454.05,,,,
SHEMAROO,138.9,151.9,138.8,151.6,151.2,,,,
SHIL,444.3,444.3,430.2,444.3,444.3,,,,
SHILPAMED,589.9,605.2,581.15,583.65,583,,,,
SHIVAMAUTO,22.35,22.85,22.2,22.6,22.6,,,,
SHIVAMILLS,88.15,90,84.1,86,87,,,,
SHIVATEX,195.9,201.5,193.5,197,197.8,,,,
SHK,165.8,173.5,165.3,167.6,167.5,,,,
SHOPERSTOP,249.55,258.5,249.35,251.2,250.95,,,,
SHRADHA,56.5,58.4,56.1,57.9,58.4,,,,
SHREDIGCEM,79.9,80.95,79,79.3,79.6,,,,
SHREECEM,30665.1,30785,30403,30658.5,30607.1,,,,
SHREEPUSHK,232,232.4,218.5,220.35,220.3,,,,
SHREERAMA,11.75,11.95,11.55,11.75,11.8,,,,
SHRENIK,1.6,1.6,1.55,1.6,1.6,,,,
SHREYANIND,120,122.65,120,120.65,120.55,,,,
SHREYAS,374.7,382.05,371.95,382.05,382.05,,,,
SHRIPISTON,920,934.5,915,934,934,,,,
SHRIRAMCIT,2495.7,2602,2474.75,2554.15,2536.5,,,,
SHRIRAMEPC,5.5,5.5,5.5,5.5,5.5,,,,
SHUBHLAXMI,12.05,12.05,12.05,12.05,12.05,,,,
SHYAMCENT,11.45,11.85,11.4,11.55,11.55,,,,
SHYAMMETL,416.4,417.75,400,406.8,404.95,,,,
SHYAMTEL,9,9.05,8.65,8.65,8.65,,,,
SICAL,11.1,11.6,11.1,11.5,11.5,,,,
SIDDHIKA,68,71.5,66.05,66.3,66.3,,,,
SIEMENS,2210,2221.45,2201.85,2207.3,2210,,,,
SIGIND,49.5,49.9,47.75,48.25,47.9,,,,
SIGMA,271.7,271.7,271.7,271.7,271.7,,,,
SIL,14.55,15.25,14.55,14.7,15.15,,,,
SILGO,33.3,34.35,33.3,33.65,33.4,,,,
SILINV,275.1,280,275.1,276.95,276.95,,,,
SILLYMONKS,21.8,21.8,20.1,20.65,20.9,,,,
SILVERTUC,181,181,176.5,180,180,,,,
SIMBHALS,27.2,27.95,25.4,27.35,27.9,,,,
SIMPLEXINF,41.1,42.65,40.8,42.65,42.65,,,,
SINTERCOM,84,87,83,85.9,86.85,,,,
SINTEX,3.8,3.85,3.75,3.75,3.8,,,,
SIRCA,338.9,352.9,337.3,348.6,347.95,,,,
SIS,487.9,489.2,472.2,478.6,475,,,,
SITINET,1.6,1.6,1.55,1.6,1.6,,,,
SIYSIL,386.15,393.05,383.3,384.95,385,,,,
SJVN,27.1,27.7,26.9,27.25,27.25,,,,
SKFINDIA,3223.6,3253,3167.65,3213.8,3179.2,,,,
SKIL,3.75,3.85,3.75,3.85,3.8,,,,
SKIPPER,85.5,86,83.4,83.7,83.75,,,,
SKMEGGPROD,84.5,85.8,83.5,83.8,83.5,,,,
SKSTEXTILE,20.85,20.85,20.85,20.85,20.85,,,,
SMARTLINK,121.15,124.7,118.45,120.15,119.8,,,,
SMCGLOBAL,76.45,77.3,75.5,75.75,76.25,,,,
SMLISUZU,569,570,560.7,565.8,566,,,,
SMSLIFE,725,746,720.15,731.55,730,,,,
SMSPHARMA,162.7,162.85,159.4,160.35,160.6,,,,
SNOWMAN,44.85,45.8,44.8,44.95,44.95,,,,
SOBHA,801,804.8,775.2,779.55,780,,,,
SOLARA,1687.55,1710,1680,1694.2,1694,,,,
SOLARINDS,1832.85,1999,1821.9,1987.55,1998,,,,
SOLEX,45.65,45.8,45.65,45.8,45.8,,,,
SOMANYCERA,710.55,718.8,695,704.3,705,,,,
SOMATEX,8.9,8.95,8.9,8.95,8.95,,,,
SOMICONVEY,57,59.9,56,56.7,56.4,,,,
SONACOMS,587.45,596.8,567.2,572,572,,,,
SONAHISONA,14,14.75,14,14.75,14.75,,,,
SONAMCLOCK,63,63.8,63,63.8,63.8,,,,
SONATSOFTW,855,856,842,849.35,850,,,,
SORILINFRA,125.2,134.45,125.05,129.85,130.2,,,,
SOTL,1685,1685,1628,1632.4,1630,,,,
SOUTHBANK,10,10.1,9.95,9.95,10,,,,
SOUTHWEST,102.3,102.3,97.4,97.9,97.75,,,,
SPAL,339.8,343.9,326.5,329.35,327.15,,,,
SPANDANA,638.85,640.95,621.4,626.15,625,,,,
SPARC,292,297,292,293.55,293.5,,,,
SPECIALITY,74.6,77,74.05,74.85,75.3,,,,
SPENCERS,115.9,117.55,114.5,115.65,115.5,,,,
SPENTEX,1.4,1.4,1.3,1.3,1.35,,,,
SPIC,51.1,53.2,51.1,52.35,52.95,,,,
SPICEJET,70.2,72.6,70.2,72.05,72.3,,,,
SPLIL,48.15,49.5,48.15,48.65,48.9,,,,
SPMLINFRA,11.25,11.4,11,11.15,11.15,,,,
SPTL,4.1,4.15,4.05,4.05,4.1,,,,
SREEL,185,186.5,182.6,184.75,183.6,,,,
SREIBNPNCD,260.3,260.3,260.3,260.3,260.3,,,,
SREIBNPNCD,325,325,325,325,325,,,,
SREIBNPNCD,345,345,340,345,345,,,,
SREIBNPNCD,300,300,300,300,300,,,,
SREIBNPNCD,336,336,336,336,336,,,,
SREIBNPNCD,241,241,241,241,241,,,,
SREINFRA,8.25,8.55,8.1,8.4,8.5,,,,
SRF,10817.85,10821,10611.35,10676.4,10654.65,,,,
SRHHYPOLTD,346,357.95,338.5,340.6,343,,,,
SRIPIPES,232.45,233.5,225.05,226.2,226.6,,,,
SRPL,35.5,36.5,33.3,36.4,36.4,,,,
SRTRANSFIN,1348,1371,1344.2,1352.8,1352,,,,
SRTRANSFIN,1010.35,1010.35,1010.35,1010.35,1010.35,,,,
SRTRANSFIN,1073.85,1073.85,1073.85,1073.85,1073.85,,,,
SRTRANSFIN,1341.9,1359.13,1341.9,1359.13,1359.13,,,,
SRTRANSFIN,1082.6,1083.3,1082.6,1083.3,1083.3,,,,
SRTRANSFIN,1110,1110,1100.01,1100.01,1100.01,,,,
SRTRANSFIN,1075,1165,1075,1165,1165,,,,
SRTRANSFIN,1290.01,1293,1290.01,1293,0,,,,
SRTRANSFIN,1349,1363.9,1337,1337,1337,,,,
SRTRANSFIN,1031,1031,1030.25,1030.25,1030.25,,,,
SRTRANSFIN,1074.9,1074.9,1052.76,1058,1058,,,,
SRTRANSFIN,1050.5,1070,1050.5,1065,1065,,,,
SRTRANSFIN,1160,1160,1160,1160,1160,,,,
SRTRANSFIN,1262,1262,1262,1262,1262,,,,
SRTRANSFIN,1030,1030,1030,1030,1030,,,,
SRTRANSFIN,1289,1289,1289,1289,1289,,,,
SRTRANSFIN,1050,1052.05,1050,1052,1052,,,,
SRTRANSFIN,1150,1150,1150,1150,1150,,,,
SRTRANSFIN,1158,1158,1158,1158,1158,,,,
SSINFRA,9,9,9,9,9,,,,
SSWL,1717,1798,1691.2,1761.45,1773,,,,
STAR,599.75,604.75,595.9,600.8,601.05,,,,
STARCEMENT,105.6,107.4,105.6,107,107,,,,
STARPAPER,149.85,152.8,149.3,152.45,152.8,,,,
STCINDIA,105.45,106.8,104.3,105.15,105.45,,,,
STEELCITY,60.7,60.7,59.25,59.85,59.85,,,,
STEELXIND,80,80,76.8,77.3,77.1,,,,
STEL,166.75,174.7,164,171.6,169,,,,
STERTOOLS,198,204,198,202.6,203.35,,,,
STLTECH,277.2,283.9,274.15,282.3,282.6,,,,
STOVEKRAFT,957.45,967,932.2,939.4,944.9,,,,
STYLAMIND,1124.95,1319.6,1115,1222.95,1229,,,,
SUBCAPCITY,23,23,23,23,23,,,,
SUBEXLTD,51,56,50.9,55.3,55.25,,,,
SUBROS,307,312,306.1,307.5,308.9,,,,
SUDARSCHEM,690,698,679.05,690,683.65,,,,
SUMEETINDS,7.25,7.45,6.95,7,7.3,,,,
SUMICHEM,415.3,420.45,413.6,414.65,414.95,,,,
SUMIT,12.15,12.7,12.15,12.5,12.5,,,,
SUMMITSEC,711.75,738.5,711.75,728.65,730,,,,
SUNCLAYLTD,3520.5,3544.75,3498,3510.1,3506.05,,,,
SUNDARAM,2.05,2.05,1.95,2,2,,,,
SUNDARMFIN,2543.65,2589.4,2520.05,2572.2,2551.75,,,,
SUNDARMHLD,77.5,79.3,77.25,78.15,78.3,,,,
SUNDRMBRAK,409.85,411.45,400.1,401.6,400.55,,,,
SUNDRMFAST,892,933.8,884.15,896.4,892.25,,,,
SUNFLAG,82.4,83.25,81.7,82,81.9,,,,
SUNPHARMA,784.7,788,777.3,781.4,782.5,,,,
SUNTECK,396,416.5,394.95,413.4,414.9,,,,
SUNTV,494,514.85,494,512.15,511.3,,,,
SUPERHOUSE,169.45,178.45,169.45,176.35,175.15,,,,
SUPERSPIN,13.5,13.5,12.45,12.8,13,,,,
SUPPETRO,713,713,696.65,709.95,710,,,,
SUPRAJIT,311.9,320.7,310.6,317.85,318.05,,,,
SUPREMEENG,29.7,31.35,28.5,29.5,29.5,,,,
SUPREMEIND,2158.85,2169.9,2132,2147.05,2150,,,,
SURANASOL,13.4,13.5,13,13.4,13.45,,,,
SURANAT&P,6.4,6.4,6.2,6.35,6.4,,,,
SURANI,46.5,46.5,44.35,44.35,44.35,,,,
SURYALAXMI,62,62,60.2,60.9,60.9,,,,
SURYAROSNI,579.5,587.25,561.1,579.9,579.3,,,,
SURYODAY,192,215.5,190.15,215.5,215.5,,,,
SUTLEJTEX,67.05,67.9,65.75,66,65.85,,,,
SUULD,539,539,511,517.05,511,,,,
SUVEN,84.2,86,84,84.2,84.25,,,,
SUVENPHAR,532.25,540,524.9,538.35,533,,,,
SUVIDHAA,18.85,19.2,18.15,18.3,18.35,,,,
SUZLON,6.3,6.55,6.25,6.5,6.55,,,,
SVPGLOB,140.8,164.85,137,148.35,148.05,,,,
SWANENERGY,137,138.9,135.9,137.15,137.2,,,,
SWARAJENG,1702,1702,1677.65,1679.85,1684,,,,
SWELECTES,217.5,231,217.5,228.2,227.9,,,,
SWSOLAR,360,369,353.55,361.3,360.1,,,,
SYMPHONY,1009,1017,993.35,1002.15,1003.95,,,,
SYNGENE,671.8,674.95,662,667.1,667,,,,
TAINWALCHM,81.4,81.4,78.15,80.35,79.1,,,,
TAJGVK,133.65,136.9,132.55,133.3,133.3,,,,
TAKE,52.65,53.35,52,52.75,52.7,,,,
TALBROAUTO,284.75,286.45,280.5,281.5,282.05,,,,
TANLA,886,886,865,869.8,870.8,,,,
TANTIACONS,6.8,6.8,6.35,6.7,6.7,,,,
TARAPUR,4.3,4.5,4.2,4.4,4.4,,,,
TARC,39.3,39.95,38.7,38.95,39.25,,,,
